Currentid,Matchproid,Sampleid,Matchp,Matchid,Family,CurrentLat,CurrentLon,CurrentElev,MatchLat,MatchLon,MatchElev,dist_km,meanintra,MatchLatX,MatchLonY,polyarea,polyarea_xy,Matchp_prop
Appias lyncida,KHCBT1253-16,AVM_90,100,Appias lyncida,Pieridae,22.4191,103.852,1300,7.53333,99.7833,236,1703.930602,99.78636364,-10055.14779,10242.6528,180.1116322,2402090.533,1
Appias lyncida,KHCBT1253-16,AVM_91,100,Appias lyncida,Pieridae,22.4191,103.852,1300,7.53333,99.7833,236,1703.930602,99.78636364,-10055.14779,10242.6528,180.1116322,2402090.533,1
Appias lyncida,KHCBT419-10,AVM_91,99.52,Appias lyncida,Pieridae,22.4191,103.852,1300,7.53333,99.7833,236,1703.930602,99.78636364,-10055.14779,10242.6528,180.1116322,2402090.533,0.9952
Appias lyncida,KHCBT419-10,AVM_90,99.52,Appias lyncida,Pieridae,22.4191,103.852,1300,7.53333,99.7833,236,1703.930602,99.78636364,-10055.14779,10242.6528,180.1116322,2402090.533,0.9952
Appias lyncida,KHCBT494-11,AVM_91,99.84,Appias lyncida,Pieridae,22.4191,103.852,1300,7.53333,99.7833,236,1703.930602,99.78636364,-10055.14779,10242.6528,180.1116322,2402090.533,0.9984
Appias lyncida,KHCBT494-11,AVM_90,99.84,Appias lyncida,Pieridae,22.4191,103.852,1300,7.53333,99.7833,236,1703.930602,99.78636364,-10055.14779,10242.6528,180.1116322,2402090.533,0.9984
Appias lyncida,KHCBT562-11,AVM_91,99.84,Appias lyncida,Pieridae,22.4191,103.852,1300,7.53333,99.7833,236,1703.930602,99.78636364,-10055.14779,10242.6528,180.1116322,2402090.533,0.9984
Appias lyncida,KHCBT562-11,AVM_90,99.84,Appias lyncida,Pieridae,22.4191,103.852,1300,7.53333,99.7833,236,1703.930602,99.78636364,-10055.14779,10242.6528,180.1116322,2402090.533,0.9984
Appias lyncida,KHCGE014-10,AVM_91,99.52,Appias lyncida,Pieridae,22.4191,103.852,1300,7.53333,99.7833,236,1703.930602,99.78636364,-10055.14779,10242.6528,180.1116322,2402090.533,0.9952
Appias lyncida,KHCGE014-10,AVM_90,99.52,Appias lyncida,Pieridae,22.4191,103.852,1300,7.53333,99.7833,236,1703.930602,99.78636364,-10055.14779,10242.6528,180.1116322,2402090.533,0.9952
Appias lyncida,LNU090-17,AVM_91,100,Appias lyncida,Pieridae,22.4191,103.852,1300,22.4191,103.852,1300,0,99.78636364,-8548.774189,9322.015335,180.1116322,2402090.533,1
Appias lyncida,LNU091-17,AVM_90,100,Appias lyncida,Pieridae,22.4191,103.852,1300,22.4191,103.852,1300,0,99.78636364,-8548.774189,9322.015335,180.1116322,2402090.533,1
Appias lyncida,LNU1600-20,AVM_90,99.52,Appias lyncida,Pieridae,22.4191,103.852,1300,11.12,119.394,,2072.832899,99.78636364,-10098.94213,7881.237522,180.1116322,2402090.533,0.9952
Appias lyncida,LNU1600-20,AVM_91,99.52,Appias lyncida,Pieridae,22.4191,103.852,1300,11.12,119.394,,2072.832899,99.78636364,-10098.94213,7881.237522,180.1116322,2402090.533,0.9952
Appias lyncida,LNU1616-20,AVM_90,99.52,Appias lyncida,Pieridae,22.4191,103.852,1300,11.322,119.54,,2071.286033,99.78636364,-10076.73922,7862.29284,180.1116322,2402090.533,0.9952
Appias lyncida,LNU1616-20,AVM_91,99.52,Appias lyncida,Pieridae,22.4191,103.852,1300,11.322,119.54,,2071.286033,99.78636364,-10076.73922,7862.29284,180.1116322,2402090.533,0.9952
Appias lyncida,LNU1777-20,AVM_91,99.52,Appias lyncida,Pieridae,22.4191,103.852,1300,9.661,118.739,,2125.352431,99.78636364,-10264.01215,7973.449636,180.1116322,2402090.533,0.9952
Appias lyncida,LNU1777-20,AVM_90,99.52,Appias lyncida,Pieridae,22.4191,103.852,1300,9.661,118.739,,2125.352431,99.78636364,-10264.01215,7973.449636,180.1116322,2402090.533,0.9952
Appias lyncida,SETIU015-16,AVM_90,99.5,Appias lyncida,Pieridae,22.4191,103.852,1300,5.60695,102.719,,1864.192571,99.78636364,-10385.64446,9967.29588,180.1116322,2402090.533,0.995
Appias lyncida,SETIU015-16,AVM_91,99.5,Appias lyncida,Pieridae,22.4191,103.852,1300,5.60695,102.719,,1864.192571,99.78636364,-10385.64446,9967.29588,180.1116322,2402090.533,0.995
Appias pandione,BOPM356-12,AVM_97,95.71,Appias pandione,Pieridae,22.4191,103.852,1300,3.424,101.792,,2113.328712,97.33,-10614.98706,10155.36845,0,0,0.9571
Appias pandione,BOPM356-12,AVM_98,99.35,Appias pandione,Pieridae,22.4191,103.852,1300,3.424,101.792,,2113.328712,97.33,-10614.98706,10155.36845,0,0,0.9935
Appias pandione,BOPM357-12,AVM_97,96.03,Appias pandione,Pieridae,22.4191,103.852,1300,3.424,101.792,,2113.328712,97.33,-10614.98706,10155.36845,0,0,0.9603
Appias pandione,BOPM357-12,AVM_98,99.51,Appias pandione,Pieridae,22.4191,103.852,1300,3.424,101.792,,2113.328712,97.33,-10614.98706,10155.36845,0,0,0.9951
Appias pandione,BOPM544-12,AVM_97,95.87,Appias pandione,Pieridae,22.4191,103.852,1300,3.424,101.792,,2113.328712,97.33,-10614.98706,10155.36845,0,0,0.9587
Appias pandione,BOPM544-12,AVM_98,99.35,Appias pandione,Pieridae,22.4191,103.852,1300,3.424,101.792,,2113.328712,97.33,-10614.98706,10155.36845,0,0,0.9935
Appias pandione,LNU096-17,AVM_98,96.41,Appias pandione,Pieridae,22.4191,103.852,1300,22.4191,103.852,1300,0,97.33,-8548.774189,9322.015335,0,0,0.9641
Appias pandione,LNU097-17,AVM_97,96.41,Appias pandione,Pieridae,22.4191,103.852,1300,22.4191,103.852,1300,0,97.33,-8548.774189,9322.015335,0,0,0.9641
Argyreus childreni,LNU216-17,AVM_219,100,Argyreus childreni,Nymphalidae,22.4191,103.852,1300,22.4191,103.852,1300,0,100,-8548.774189,9322.015335,0,0,1
Argyreus childreni,LNU216-17,AVM_220,100,Argyreus childreni,Nymphalidae,22.4191,103.852,1300,22.4191,103.852,1300,0,100,-8548.774189,9322.015335,0,0,1
Argyreus childreni,LNU217-17,AVM_218,100,Argyreus childreni,Nymphalidae,22.4191,103.852,1300,22.4191,103.852,1300,0,100,-8548.774189,9322.015335,0,0,1
Argyreus childreni,LNU217-17,AVM_220,100,Argyreus childreni,Nymphalidae,22.4191,103.852,1300,22.4191,103.852,1300,0,100,-8548.774189,9322.015335,0,0,1
Argyreus childreni,LNU218-17,AVM_219,100,Argyreus childreni,Nymphalidae,22.4191,103.852,1300,22.4191,103.852,1300,0,100,-8548.774189,9322.015335,0,0,1
Argyreus childreni,LNU218-17,AVM_218,100,Argyreus childreni,Nymphalidae,22.4191,103.852,1300,22.4191,103.852,1300,0,100,-8548.774189,9322.015335,0,0,1
Argyreus hyperbius,ANICT1473-11,AVM_216,99.15,Argyreus hyperbius,Nymphalidae,22.4191,103.852,1300,-31.39,152.9,,7924.919424,99.44,-16057.77896,2085.270646,838.6169647,11517744.07,0.9915
Argyreus hyperbius,ANICT1473-11,AVM_217,99.05,Argyreus hyperbius,Nymphalidae,22.4191,103.852,1300,-31.39,152.9,,7924.919424,99.44,-16057.77896,2085.270646,838.6169647,11517744.07,0.9905
Argyreus hyperbius,ANICT1474-11,AVM_216,99.15,Argyreus hyperbius,Nymphalidae,22.4191,103.852,1300,-26.25,152.66,,7527.891876,99.44,-15030.26408,2444.685155,838.6169647,11517744.07,0.9915
Argyreus hyperbius,ANICT1474-11,AVM_217,99.05,Argyreus hyperbius,Nymphalidae,22.4191,103.852,1300,-26.25,152.66,,7527.891876,99.44,-15030.26408,2444.685155,838.6169647,11517744.07,0.9905
Argyreus hyperbius,ANICT1475-11,AVM_216,99.15,Argyreus hyperbius,Nymphalidae,22.4191,103.852,1300,-31.39,152.9,,7924.919424,99.44,-16057.77896,2085.270646,838.6169647,11517744.07,0.9915
Argyreus hyperbius,ANICT1475-11,AVM_217,99.05,Argyreus hyperbius,Nymphalidae,22.4191,103.852,1300,-31.39,152.9,,7924.919424,99.44,-16057.77896,2085.270646,838.6169647,11517744.07,0.9905
Argyreus hyperbius,LNU214-17,AVM_217,99.83,Argyreus hyperbius,Nymphalidae,22.4191,103.852,1300,22.4191,103.852,1300,0,99.44,-8548.774189,9322.015335,838.6169647,11517744.07,0.9983
Argyreus hyperbius,LNU215-17,AVM_216,99.83,Argyreus hyperbius,Nymphalidae,22.4191,103.852,1300,22.4191,103.852,1300,0,99.44,-8548.774189,9322.015335,838.6169647,11517744.07,0.9983
Argyreus hyperbius,LTOLB174-09,AVM_217,99.68,Argyreus hyperbius,Nymphalidae,22.4191,103.852,1300,35.5833,136.8,800,3504.189866,99.44,-7410.269038,6161.251824,838.6169647,11517744.07,0.9968
Argyreus hyperbius,LTOLB174-09,AVM_216,99.83,Argyreus hyperbius,Nymphalidae,22.4191,103.852,1300,35.5833,136.8,800,3504.189866,99.44,-7410.269038,6161.251824,838.6169647,11517744.07,0.9983
Argyreus hyperbius,LTOLB522-09,AVM_217,99.68,Argyreus hyperbius,Nymphalidae,22.4191,103.852,1300,33.34,126.27,,2509.355221,99.44,-7692.096837,7061.978915,838.6169647,11517744.07,0.9968
Argyreus hyperbius,LTOLB522-09,AVM_216,99.83,Argyreus hyperbius,Nymphalidae,22.4191,103.852,1300,33.34,126.27,,2509.355221,99.44,-7692.096837,7061.978915,838.6169647,11517744.07,0.9983
Ariadne ariadne,BKKP240-18,AVM_293,99.52,Ariadne ariadne,Nymphalidae,22.4191,103.852,1300,13.806,100.549,,1015.250184,98.85428571,-9375.641311,9932.585233,29.81663254,319753.629,0.9952
Ariadne ariadne,BOPM123-12,AVM_293,99.21,Ariadne ariadne,Nymphalidae,22.4191,103.852,1300,3.085,102.114,,2147.302894,98.85428571,-10667.76172,10128.24332,29.81663254,319753.629,0.9921
Ariadne ariadne,BOPM124-12,AVM_293,98.73,Ariadne ariadne,Nymphalidae,22.4191,103.852,1300,3.085,102.114,,2147.302894,98.85428571,-10667.76172,10128.24332,29.81663254,319753.629,0.9873
Ariadne ariadne,BOPM125-12,AVM_293,99.37,Ariadne ariadne,Nymphalidae,22.4191,103.852,1300,3.085,102.114,,2147.302894,98.85428571,-10667.76172,10128.24332,29.81663254,319753.629,0.9937
Ariadne ariadne,KHCGE060-10,AVM_293,99.52,Ariadne ariadne,Nymphalidae,22.4191,103.852,1300,7.53333,99.7833,236,1703.930602,98.85428571,-10055.14779,10242.6528,29.81663254,319753.629,0.9952
Ariadne ariadne,SCBP010-15,AVM_293,97.46,Ariadne ariadne,Nymphalidae,22.4191,103.852,1300,22.557,114.058,,1050.156276,98.85428571,-8747.024341,8305.640801,29.81663254,319753.629,0.9746
Ariadne ariadne,SZCBP059-15,AVM_293,99.68,Ariadne ariadne,Nymphalidae,22.4191,103.852,1300,22.537,113.931,,1037.14075,98.85428571,-8747.266991,8318.704767,29.81663254,319753.629,0.9968
Ariadne ariadne,SZCBP124-15,AVM_293,99.68,Ariadne ariadne,Nymphalidae,22.4191,103.852,1300,22.537,113.931,,1037.14075,98.85428571,-8747.266991,8318.704767,29.81663254,319753.629,0.9968
Ariadne ariadne,SZCBP467-15,AVM_293,98.73,Ariadne ariadne,Nymphalidae,22.4191,103.852,1300,22.558,114.147,,1059.306265,98.85428571,-8748.248586,8296.696892,29.81663254,319753.629,0.9873
